NAME	DESCRIPTION	/Users/mac9/Downloads/BL6_2_normal_thymus-VS-m084_tumor_thymus.PossionDis_Method.GeneDiffExp.xls_experimental	/Users/mac9/Downloads/BL6_2_normal_thymus-VS-m084_tumor_thymus.PossionDis_Method.GeneDiffExp.xls_control
NMD3	na	45.96	33.49
ZFP934	na	8.52	6.21
EIF2A	na	64.57	47.08
PHF6	na	28.43	20.73
ARHGEF15	na	1.44	1.05
KARS	na	94.29	68.78
SEL1L	na	17.5	12.77
EDNRB	na	2.48	1.81
B230307C23RIK	na	65.55	47.85
LMO2	na	8.37	6.11
NIFK	na	47.85	34.93
CTU1	na	5.3	3.87
HEXDC	na	4.71	3.44
DLD	na	75.2	54.93
PUM1	na	28.69	20.96
NMRAL1	na	14.93	10.91
LIMK2	na	19.64	14.36
SRP9	na	119.05	87.07
TNRC6C	na	20.19	14.77
CCZ1	na	49.88	36.49
SNHG7	na	9.5	6.95
SMYD5	na	12.34	9.03
RPS24	na	3818.88	2794.83
EBNA1BP2	na	37.51	27.46
1190002N15RIK	na	17.88	13.09
FAM126A	na	6.57	4.81
SLC38A6	na	28.46	20.84
TRPM7	na	32.92	24.11
SETD5	na	37.42	27.41
PPAN	na	26.88	19.69
CTNNB1	na	129.97	95.21
KANSL1	na	35.21	25.8
ID1	na	9.43	6.91
ZFP319	na	10.33	7.57
MRPS18C	na	104.76	76.78
CHAF1B	na	30.23	22.16
LYSMD4	na	5.17	3.79
JMJD7	na	9.64	7.07
HACD2	na	17.53	12.86
NUFIP2	na	12.43	9.12
PSMB7	na	190.63	139.91
FAM76B	na	25.49	18.71
NCKAP1	na	18.51	13.59
MSL1	na	39.66	29.12
ATP6V1H	na	30.45	22.36
CHIC1	na	0.64	0.47
TTC5	na	26.77	19.66
AVEN	na	13.52	9.93
TMEM29	na	13.42	9.86
ZDHHC4	na	44.04	32.36
NIPA2	na	13.5	9.92
STAMBP	na	17.5	12.86
AP2A1	na	27.08	19.9
USP14	na	17.73	13.03
APBB2	na	1.66	1.22
GTF2E1	na	10.72	7.88
MTPAP	na	20.58	15.13
ZFP764	na	6.42	4.72
TBP	na	47.7	35.07
RPSA	na	2679.67	1970.39
SMC2	na	34.61	25.45
HINFP	na	11.26	8.28
GLS	na	30.48	22.42
CCAR2	na	36.66	26.98
MMP11	na	2.88	2.12
DHX9	na	101.71	74.87
POMT2	na	3.07	2.26
VAMP2	na	68.15	50.17
ZC3H14	na	65.34	48.12
BID	na	26.79	19.73
SBNO1	na	19.81	14.59
HBS1L	na	42.36	31.2
ZBTB48	na	8.81	6.49
CDC42BPA	na	2.28	1.68
MTX1	na	35.58	26.22
TSN	na	43.15	31.81
TAOK1	na	13.4	9.88
CALD1	na	11.27	8.31
PIKFYVE	na	7.73	5.7
ZFP335	na	22.52	16.61
SMARCE1	na	103.46	76.31
OGFR	na	57.15	42.16
COMMD4	na	55.45	40.91
RPS23	na	2715.7	2003.73
VAC14	na	21.63	15.96
NQO2	na	5.57	4.11
4930503L19RIK	na	12.21	9.01
TADA2A	na	8.09	5.97
GLE1	na	28.91	21.34
ZBTB49	na	5.73	4.23
GEN1	na	5.77	4.26
ARID1A	na	53.92	39.81
SLTM	na	31.76	23.45
RNF185	na	12.08	8.92
FAM208B	na	12.2	9.01
CDC27	na	27.24	20.12
PSMB3	na	228.86	169.05
2010016I18RIK	na	3.33	2.46
ANKRD53	na	13.36	9.87
NUP133	na	8.16	6.03
PHC3	na	11.69	8.64
CD248	na	7.4	5.47
GDAP2	na	12.81	9.47
OTUD7B	na	8.44	6.24
CCDC82	na	20.43	15.11
GATA3	na	30.89	22.85
PRPF38A	na	41.28	30.54
ZFP958	na	9.5	7.03
SLC16A3	na	1.5	1.11
ZKSCAN1	na	9.58	7.09
GPATCH3	na	4.62	3.42
1700018L02RIK	na	3.85	2.85
ZFP629	na	10.32	7.64
NSL1	na	10.63	7.87
1110059G10RIK	na	7.78	5.76
SCAF4	na	29.21	21.63
TMEM2	na	2.39	1.77
SLU7	na	31.28	23.17
TRNT1	na	26.32	19.5
IFIT2	na	21.2	15.71
EME1	na	8.38	6.21
9430020K01RIK	na	2.24	1.66
QSER1	na	12.63	9.36
RAD50	na	14.08	10.44
CKAP5	na	37.51	27.82
PRKAR1A	na	156.17	115.86
LMNB1	na	109.22	81.05
NAGLU	na	7.64	5.67
SYNJ2BP-COX16	na	11.17	8.29
CCDC17	na	1.28	0.95
CNPPD1	na	40.04	29.72
IGHMBP2	na	3.96	2.94
DRG2	na	37.31	27.7
POP4	na	41.63	30.91
MIR22HG	na	6.33	4.7
WASL	na	13.4	9.95
SBNO2	na	19.87	14.76
SHE	na	0.7	0.52
GTF3C4	na	10.08	7.49
2310022A10RIK	na	18.7	13.9
DCHS1	na	0.39	0.29
DUSP1	na	17.94	13.34
FAM185A	na	2.34	1.74
HNRNPH2	na	63.02	46.87
KRT80	na	1.6	1.19
CPTP	na	6.06	4.51
SOX4	na	89.51	66.62
KMT2B	na	21.4	15.93
TNIP2	na	6.93	5.16
ERBB2	na	0.94	0.7
SMEK2	na	44.69	33.29
PRRG4	na	3.96	2.95
ZFYVE9	na	2.51	1.87
TCF4	na	11.1	8.27
MOAP1	na	1.53	1.14
INO80B	na	35.98	26.81
SKI	na	29.6	22.06
CCDC77	na	8.09	6.03
SUV39H2	na	3.89	2.9
CALU	na	72.88	54.36
PGAP1	na	1.26	0.94
ZBTB25	na	17.94	13.39
TFCP2L1	na	0.75	0.56
LRRC28	na	9.95	7.43
LTBP2	na	3.08	2.3
RTF1	na	37.84	28.26
XPC	na	18.18	13.58
ADAM15	na	10.08	7.53
A930005H10RIK	na	19.41	14.5
DDX42	na	42.18	31.52
PRPF4B	na	39.58	29.58
PWP1	na	25.97	19.41
LARP1	na	31.42	23.49
ANLN	na	10.51	7.86
MLH1	na	10.59	7.92
SAMD10	na	5.91	4.42
ZFP422	na	54.92	41.08
CTNS	na	10.36	7.75
SDC3	na	25.33	18.95
TMEM167	na	8.18	6.12
RPS15A	na	143.26	107.21
9430015G10RIK	na	11.09	8.3
GT(ROSA)26SOR	na	25.33	18.96
ADIPOR1	na	60.17	45.04
KCNJ15	na	11.1	8.31
P3H1	na	2.71	2.03
VCP	na	116.94	87.61
SNX30	na	7.22	5.41
DDX49	na	30.48	22.84
PSMD1	na	53.74	40.27
CDS2	na	23.73	17.79
COL4A3BP	na	21.55	16.16
ZFP28	na	1.4	1.05
CD2AP	na	25.61	19.22
E2F7	na	5.01	3.76
WDR76	na	17.66	13.26
SPN	na	90.95	68.29
VPS13B	na	8.59	6.45
POT1B	na	10.08	7.57
SMURF2	na	12.21	9.17
C1QBP	na	89.96	67.57
MID1IP1	na	9.53	7.16
USP24	na	22.32	16.77
SFMBT1	na	6.64	4.99
PLCB3	na	6.12	4.6
CEP85L	na	1.53	1.15
CEP44	na	11.96	8.99
LEPROT	na	29.89	22.47
YEATS2	na	12.7	9.55
CCDC125	na	6.09	4.58
SPPL3	na	26.73	20.11
ALG8	na	10.5	7.9
ATP10D	na	2.02	1.52
STRAP	na	63.82	48.03
6330549D23RIK	na	1.9	1.43
TRUB1	na	5.7	4.29
PSMD6	na	73.54	55.35
ZFP961	na	14.24	10.72
FBXO3	na	36.58	27.54
UFD1L	na	53.68	40.42
ST6GALNAC6	na	4.98	3.75
CNOT10	na	29.66	22.34
STAT5B	na	92.03	69.32
ARSK	na	3.85	2.9
GOLGA5	na	25.41	19.14
METRNL	na	2.27	1.71
TSR3	na	26.92	20.28
VPS16	na	23.92	18.02
NPLOC4	na	26.16	19.71
ATP6AP2	na	47.18	35.55
CCNY	na	32.84	24.75
RBM28	na	17.78	13.4
A630066F11RIK	na	3.41	2.57
SNAI3	na	7.19	5.42
MBNL2	na	40.62	30.63
ANKDD1B	na	1.22	0.92
MFF	na	82.27	62.04
TMEM199	na	12.82	9.67
PSAP	na	612.58	462.1
SCAMP2	na	25.81	19.47
AMN1	na	9.08	6.85
YIPF6	na	10.06	7.59
GIMAP9	na	116.94	88.23
ITGB1	na	82.71	62.41
NEK6	na	4.28	3.23
GOLPH3L	na	30.58	23.08
HABP4	na	8.36	6.31
ZBTB8OS	na	49.9	37.67
DCAF15	na	32.0	24.16
SEMA6D	na	3.19	2.41
WARS2	na	6.79	5.13
TTF1	na	11.29	8.53
RPL24	na	1329.08	1004.27
EPS8	na	3.28	2.48
EVI5	na	3.69	2.79
3110002H16RIK	na	28.81	21.8
TSC22D2	na	3.74	2.83
SNTB2	na	3.74	2.83
TMEM194B	na	11.14	8.43
ARHGEF10L	na	7.86	5.95
BICC1	na	2.84	2.15
STAT5A	na	45.1	34.15
SMUG1	na	5.19	3.93
SNX13	na	14.31	10.84
GM12992	na	0.66	0.5
ABCC9	na	1.65	1.25
ADSS	na	61.72	46.76
SLC12A7	na	19.56	14.82
CIC	na	41.68	31.58
RPLP0	na	2228.44	1688.88
SUV39H1	na	37.89	28.72
KDM4A	na	30.33	22.99
PSMC1	na	126.91	96.2
GRSF1	na	38.02	28.82
PLRG1	na	49.95	37.87
CUL4B	na	20.51	15.55
MARCH5	na	45.29	34.34
FBXO38	na	25.03	18.98
USP1	na	85.24	64.64
HMGCR	na	18.54	14.06
POLR3F	na	12.64	9.59
PIGM	na	12.89	9.78
LYRM4	na	11.69	8.87
UTP15	na	12.44	9.44
ACTR6	na	20.78	15.77
MSL3	na	33.02	25.06
NUTF2	na	9.79	7.43
CCNB2	na	116.61	88.5
2700038G22RIK	na	4.73	3.59
THOC3	na	30.54	23.18
4930513N10RIK	na	2.49	1.89
NYNRIN	na	0.83	0.63
FEM1B	na	17.77	13.49
IFNAR2	na	54.98	41.74
TMEM175	na	10.05	7.63
GLB1L	na	2.95	2.24
RNF219	na	7.03	5.34
FIG4	na	23.8	18.08
RRP7A	na	54.46	41.38
PTPN9	na	8.71	6.62
BORA	na	14.72	11.19
EXOSC1	na	24.94	18.96
NGDN	na	57.34	43.61
KRT14	na	30.53	23.22
GTF2H2	na	16.79	12.77
ANKIB1	na	13.46	10.24
SETX	na	19.21	14.62
SLC5A3	na	1.13	0.86
ABCB6	na	3.14	2.39
OTUD4	na	17.8	13.55
SLC9A6	na	6.62	5.04
ACIN1	na	101.51	77.31
IFT140	na	7.26	5.53
TRMT5	na	12.43	9.47
UCP2	na	774.55	590.38
CACUL1	na	18.59	14.17
SAP130	na	26.3	20.05
2310039H08RIK	na	30.13	22.97
CDK2	na	42.77	32.62
ZFYVE27	na	8.85	6.75
SYVN1	na	20.49	15.63
ARL5A	na	27.12	20.69
MEIS3	na	11.81	9.01
TFCP2	na	8.65	6.6
SOCS2	na	5.7	4.35
DUS4L	na	4.9	3.74
HELQ	na	9.21	7.03
ITGAM	na	4.1	3.13
ECI2	na	107.35	81.96
NCOA6	na	21.61	16.5
FBXL4	na	8.76	6.69
PPP2R1A	na	132.56	101.28
NEMF	na	22.93	17.52
ITGA5	na	5.68	4.34
DROSHA	na	24.65	18.84
PARP8	na	10.91	8.34
MAN1C1	na	2.98	2.28
PDE7A	na	10.09	7.72
ZFP653	na	9.37	7.17
PSEN1	na	34.82	26.65
GPC4	na	2.6	1.99
ARMC10	na	47.35	36.25
GPAT4	na	31.76	24.32
MRM1	na	5.38	4.12
CROCC	na	2.01	1.54
KAT7	na	22.3	17.09
VPS33B	na	15.33	11.75
A230046K03RIK	na	17.4	13.34
A930003A15RIK	na	70.05	53.73
RYR1	na	0.73	0.56
SLC25A36	na	16.02	12.29
ERMARD	na	7.61	5.84
MEX3C	na	22.92	17.59
CNOT9	na	36.81	28.26
DPH2	na	5.47	4.2
ADM	na	7.15	5.49
MAP3K4	na	8.83	6.78
CIR1	na	40.41	31.03
KIF13A	na	3.32	2.55
MIA2	na	64.29	49.39
5730422E09RIK	na	4.66	3.58
FAM206A	na	10.75	8.26
EIF2B2	na	54.44	41.84
PSMG2	na	28.05	21.56
IL12RB1	na	10.59	8.14
CLEC4A3	na	5.88	4.52
GYPC	na	25.22	19.39
WAC	na	60.27	46.34
KLHL11	na	4.85	3.73
HIPK2	na	6.63	5.1
DNTTIP1	na	41.95	32.27
PKMYT1	na	28.1	21.62
AFG3L1	na	13.75	10.58
FAM60A	na	24.12	18.56
KLHL24	na	23.91	18.4
FEZ2	na	14.64	11.27
DNAJB6	na	106.28	81.82
ELAC2	na	15.69	12.08
STAT3	na	44.23	34.06
RPS6KA4	na	10.57	8.14
RNF169	na	11.01	8.48
WDR81	na	8.37	6.45
MOB1B	na	8.68	6.69
ACOX3	na	15.31	11.8
EFCAB7	na	3.1	2.39
KDM5A	na	20.44	15.76
NRP1	na	15.99	12.33
2810013P06RIK	na	16.69	12.87
SART3	na	18.57	14.32
MOB3C	na	7.43	5.73
PRIM1	na	42.4	32.7
MVP	na	15.83	12.21
RPLP2-PS1	na	109.49	84.46
CHMP4B	na	141.58	109.22
EIF4EBP2	na	104.26	80.47
WWTR1	na	5.22	4.03
D3ERTD254E	na	4.65	3.59
INTS4	na	17.38	13.42
PPP2R5D	na	59.44	45.9
ZDHHC15	na	4.39	3.39
PLSCR1	na	6.28	4.85
RNF150	na	1.23	0.95
CALM2	na	460.61	355.76
MTERF2	na	15.6	12.05
CLCC1	na	22.06	17.04
ZFP113	na	5.67	4.38
RPL34	na	1732.66	1338.59
ZFYVE1	na	16.14	12.47
PQBP1	na	69.54	53.74
NUDCD2	na	41.51	32.08
DPM1-ADNP	na	38.21	29.53
9230110C19RIK	na	2.95	2.28
MARCH1	na	5.86	4.53
MAU2	na	25.45	19.68
INAFM2	na	11.57	8.95
SHARPIN	na	36.26	28.05
TPM4	na	101.04	78.17
RPL14-PS1	na	175.17	135.53
GOT1	na	20.24	15.66
EIF5B	na	23.03	17.82
HUWE1	na	32.19	24.91
SSBP1	na	39.62	30.66
PPP1R12C	na	33.74	26.11
WHSC1	na	37.25	28.83
VPS18	na	7.92	6.13
RPS7	na	2376.3	1839.44
EFHD2	na	55.64	43.07
STT3B	na	38.51	29.81
MSH3	na	12.97	10.04
TMEM14A	na	2.17	1.68
SRGN	na	360.1	278.81
GTF3C5	na	13.03	10.09
SH2B1	na	35.15	27.22
SF3A3	na	59.51	46.09
MRPS22	na	28.66	22.2
GSTCD	na	9.63	7.46
CEP57	na	31.82	24.65
XNDC1	na	7.86	6.09
EFNA1	na	5.64	4.37
SF3B3	na	56.42	43.72
GM5113	na	1.6	1.24
NUP205	na	18.14	14.06
CUL3	na	76.34	59.18
HOOK2	na	4.36	3.38
NVL	na	8.1	6.28
CDK8	na	22.0	17.06
KCTD5	na	17.04	13.22
LIN37	na	35.53	27.57
GAS7	na	3.08	2.39
ANXA3	na	9.78	7.59
NACC1	na	52.52	40.77
LIAS	na	21.5	16.69
TTI2	na	10.51	8.16
BROX	na	34.49	26.78
LAT2	na	6.04	4.69
TRAPPC11	na	16.16	12.55
CYB5R4	na	36.85	28.62
UBXN8	na	12.72	9.88
ERDR1	na	241.92	187.92
NPAT	na	10.54	8.19
FBXL17	na	2.2	1.71
WDR4	na	6.34	4.93
NUB1	na	48.77	37.93
RIF1	na	14.67	11.41
ANKRA2	na	15.89	12.36
SCO1	na	4.55	3.54
REEP4	na	44.52	34.64
ZFP235	na	4.51	3.51
WDR77	na	17.1	13.31
TRAFD1	na	26.53	20.65
DFFB	na	9.43	7.34
PPIH	na	97.25	75.7
ITPA	na	58.41	45.48
CLN6	na	22.64	17.63
NAIP5	na	1.13	0.88
PPP1R8	na	61.47	47.88
IPPK	na	6.47	5.04
RBSN	na	9.23	7.19
DMWD	na	11.18	8.71
PIAS1	na	22.6	17.61
CEP95	na	15.55	12.12
GM16973	na	8.76	6.83
KNOP1	na	16.48	12.85
IST1	na	48.63	37.92
RUNDC1	na	8.31	6.48
IQCB1	na	8.36	6.52
SSR2	na	182.53	142.38
NECTIN2	na	3.91	3.05
ARID5B	na	4.32	3.37
AP5S1	na	8.78	6.85
WDR59	na	4.14	3.23
CCNJL	na	4.55	3.55
TBCD	na	18.48	14.42
OXA1L	na	36.68	28.63
NOC3L	na	7.11	5.55
ZNHIT6	na	4.97	3.88
PMP22	na	17.97	14.03
BPNT1	na	11.22	8.76
LYNX1	na	14.14	11.04
NFATC2	na	4.61	3.6
LAS1L	na	21.51	16.8
CSRP2BP	na	16.54	12.92
NR2C2	na	22.71	17.74
DIMT1	na	8.09	6.32
YTHDF3	na	28.66	22.39
ERG	na	2.24	1.75
H2-Q5	na	8.01	6.26
SLC39A6	na	18.08	14.13
CCDC43	na	14.06	10.99
ELOVL1	na	21.58	16.87
POLR3C	na	38.39	30.02
SEC24C	na	43.55	34.06
SNX4	na	60.41	47.25
ANKMY2	na	14.19	11.1
PLIN2	na	58.42	45.7
5430416N02RIK	na	16.86	13.19
TUBGCP4	na	17.69	13.84
MAPK1IP1L	na	40.17	31.44
3110001I22RIK	na	4.74	3.71
RGL1	na	9.12	7.14
WHRN	na	23.22	18.18
PWP2	na	6.5	5.09
SLC25A17	na	41.03	32.13
MAGEE1	na	1.57	1.23
2610020H08RIK	na	3.51	2.75
CWC15	na	165.69	129.85
ADCY3	na	6.06	4.75
ANTXR1	na	4.35	3.41
SLC39A1	na	52.08	40.83
TUBGCP3	na	30.62	24.01
TAF5L	na	45.19	35.45
METTL9	na	42.64	33.45
WWC2	na	2.6	2.04
HSPBP1	na	28.8	22.6
TFAP4	na	11.7	9.19
SEPT2	na	55.97	43.97
USP47	na	27.8	21.84
NUSAP1	na	84.02	66.01
PPIE	na	35.55	27.93
GPR108	na	24.97	19.62
MRPL37	na	45.65	35.87
ZFP759	na	2.43	1.91
PIK3C2B	na	1.87	1.47
RBM34	na	11.6	9.12
MEN1	na	37.05	29.13
CWC22	na	20.03	15.75
GANAB	na	44.33	34.87
ARID5A	na	7.5	5.9
C1RA	na	13.41	10.55
ATP6V0C	na	248.85	195.78
TMEM173	na	18.3	14.4
VPS54	na	21.03	16.55
INVS	na	11.04	8.69
PISD	na	18.62	14.66
ZFP81	na	10.16	8.0
ALKBH8	na	10.03	7.9
MED15	na	36.99	29.14
ULK3	na	7.21	5.68
CAMTA2	na	10.95	8.63
RSBN1L	na	18.86	14.87
-;ADAMTS10//NULL	na	10.21	8.05
LEMD3	na	7.28	5.74
RHBDD2	na	4.87	3.84
TMX2	na	28.99	22.86
MYBBP1A	na	38.36	30.25
SETDB1	na	16.13	12.72
NSUN5	na	7.1	5.6
URI1	na	33.87	26.72
VPS37C	na	15.03	11.86
OGT	na	50.18	39.6
ATG9A	na	14.23	11.23
SLC29A3	na	17.89	14.12
IKBKAP	na	6.03	4.76
SKA1	na	16.43	12.97
KLHL3	na	1.14	0.9
STOX2	na	1.14	0.9
NR1D2	na	16.35	12.91
PIGS	na	26.57	20.98
INO80E	na	57.83	45.68
HIP1	na	2.19	1.73
SAP30L	na	22.39	17.69
MTAP	na	21.73	17.17
ZFP605	na	4.2	3.32
LRIG2	na	4.44	3.51
FAM169B	na	46.17	36.51
INTS8	na	16.92	13.38
SLIRP	na	84.22	66.6
MRPS31	na	20.22	15.99
ALKBH3	na	33.28	26.33
2700049A03RIK	na	5.7	4.51
GSTP1	na	233.48	184.76
RPS3	na	2331.68	1845.2
CRY2	na	5.9	4.67
SCLT1	na	8.26	6.54
ZFP59	na	3.08	2.44
HERC3	na	14.39	11.4
FAM216A	na	49.14	38.93
PIGA	na	5.88	4.66
HNRNPM	na	149.04	118.12
ALKBH1	na	15.43	12.23
ARHGAP12	na	9.26	7.34
KLHDC10	na	15.98	12.67
NINJ1	na	30.05	23.83
ACAD8	na	9.04	7.17
RNF25	na	26.54	21.05
SMARCAL1	na	8.61	6.83
RPUSD3	na	7.36	5.84
UTP14B	na	3.73	2.96
E130309D02RIK	na	33.72	26.76
PEX12	na	6.06	4.81
KLHL26	na	7.08	5.62
LPIN2	na	7.23	5.74
DDX5	na	424.45	337.0
RANBP9	na	27.62	21.93
NME4	na	15.59	12.38
ENTPD7	na	2.77	2.2
LRCH3	na	18.23	14.48
EDRF1	na	7.3	5.8
EIF2B3	na	11.39	9.05
CD81	na	91.95	73.06
CHD9	na	232.28	184.59
ENG	na	10.57	8.4
KHSRP	na	44.43	35.31
ARIH2	na	22.86	18.17
RERE	na	24.03	19.1
CRK	na	24.47	19.45
KLHL15	na	3.12	2.48
GATAD2A	na	29.27	23.27
DARS2	na	5.37	4.27
PABPN1	na	119.64	95.14
EMC7	na	63.05	50.14
EGLN1	na	33.68	26.8
PES1	na	44.06	35.06
TMTC3	na	5.39	4.29
SART1	na	22.84	18.18
RNASEH2B	na	52.06	41.44
STK24	na	75.2	59.86
TLE3	na	53.51	42.6
PIGL	na	7.36	5.86
GTPBP4	na	29.05	23.13
ATRAID	na	44.82	35.69
ANKRD11	na	46.31	36.88
KDM2A	na	38.02	30.28
MTHFD1L	na	9.09	7.24
E2F5	na	5.21	4.15
SF3B1	na	104.18	82.99
SRSF5	na	224.54	178.87
CTTNBP2NL	na	4.77	3.8
HAUS5	na	15.75	12.55
GATC	na	24.47	19.5
PLD2	na	1.97	1.57
CRLF2	na	13.4	10.68
MCM7	na	114.5	91.27
ZFP865	na	21.02	16.76
SKIV2L2	na	40.22	32.07
TEX9	na	13.82	11.02
YDJC	na	3.11	2.48
DDX10	na	24.24	19.33
VCPIP1	na	9.34	7.45
UBR1	na	14.83	11.83
GBA	na	30.11	24.02
ZFP955A	na	16.32	13.02
AATF	na	20.05	16.0
CMTR1	na	13.97	11.15
MIF	na	278.31	222.23
ZFAND4	na	4.17	3.33
AASDH	na	2.93	2.34
OTUB1	na	70.17	56.05
SNORA65	na	18.28	14.61
ZFP689	na	2.84	2.27
ERCC4	na	5.78	4.62
DDX20	na	15.9	12.71
SNRPD2	na	258.49	206.64
AI597479	na	10.32	8.25
CASKIN2	na	3.55	2.84
GM16907	na	2.05	1.64
RAB43	na	17.96	14.37
MCMBP	na	26.17	20.94
TYW1	na	8.41	6.73
ANKLE2	na	13.02	10.42
HEATR1	na	8.22	6.58
EMD	na	60.27	48.25
ZC3HC1	na	18.12	14.51
CSPP1	na	10.95	8.77
RAD9B	na	2.11	1.69
COX10	na	12.06	9.66
MED1	na	26.03	20.85
CTNND1	na	11.67	9.35
PSD	na	4.88	3.91
SVIL	na	11.58	9.28
KRIT1	na	12.79	10.25
APBB1IP	na	82.28	65.94
ARID1B	na	14.31	11.47
ZXDB	na	3.73	2.99
EIF3F	na	245.74	197.02
DGCR8	na	20.58	16.5
ZFP292	na	20.13	16.14
NCLN	na	26.2	21.01
NSFL1C	na	88.37	70.87
ENPP1	na	1.01	0.81
DPH3	na	14.95	11.99
ZBTB43	na	7.88	6.32
DEF8	na	13.19	10.58
PIK3C3	na	17.75	14.24
GCN1L1	na	10.63	8.53
REEP3	na	16.46	13.21
KDM5D	na	12.01	9.64
GTF2H4	na	102.05	81.92
EIF3L	na	138.6	111.27
IRAK3	na	2.84	2.28
LMBRD2	na	8.22	6.6
IARS2	na	28.77	23.1
PRMT9	na	9.35	7.51
DNAJB13	na	4.22	3.39
SMAD2	na	8.56	6.88
HNRNPD	na	45.11	36.27
PRR14	na	45.63	36.69
DDX21	na	37.57	30.21
UBL7	na	75.79	60.95
XPO6	na	36.59	29.43
MTFMT	na	13.29	10.69
CFH	na	10.24	8.24
IL3RA	na	7.63	6.14
HLX	na	3.38	2.72
1810026B05RIK	na	4.61	3.71
GDE1	na	35.71	28.74
MPDU1	na	52.85	42.54
MAP2	na	1.18	0.95
ARMC5	na	10.22	8.23
P2RX4	na	15.0	12.08
HECA	na	18.7	15.06
SLC3A2	na	52.2	42.04
MPEG1	na	57.66	46.44
FAM175B	na	17.94	14.45
ZSCAN26	na	12.39	9.98
METTL2	na	14.55	11.72
RASAL2	na	1.08	0.87
PLEKHM3	na	2.01	1.62
RTKN	na	3.66	2.95
REXO1	na	28.25	22.77
L3MBTL2	na	13.77	11.1
SAMD8	na	4.85	3.91
SPCS1	na	112.12	90.4
P2RX7	na	2.22	1.79
ZBTB6	na	9.45	7.62
GM6644	na	5.89	4.75
PPWD1	na	11.11	8.96
METTL18	na	6.46	5.21
ZFAND5	na	10.39	8.38
MMP2	na	18.57	14.98
BC068281	na	2.69	2.17
FZD1	na	2.23	1.8
POLDIP3	na	42.95	34.67
FOXJ3	na	18.06	14.58
LRRC41	na	16.04	12.95
DPYSL3	na	2.13	1.72
MED6	na	18.03	14.56
TMEM101	na	7.07	5.71
RPP30	na	28.81	23.27
ATXN2	na	18.62	15.04
FARS2	na	16.28	13.15
CTSC	na	24.24	19.58
SPIN1	na	28.58	23.09
PLIN3	na	23.14	18.7
MEX3B	na	15.8	12.77
ZC4H2	na	8.97	7.25
ADGRD1	na	21.6	17.46
ACOT2	na	5.74	4.64
NEPRO	na	8.04	6.5
TMED4	na	35.32	28.56
CDT1	na	29.3	23.7
MPHOSPH8	na	13.29	10.75
IGBP1	na	82.4	66.66
SLX4IP	na	3.98	3.22
TTYH3	na	32.97	26.68
MCF2L	na	1.73	1.4
ANAPC1	na	21.24	17.19
CDC42BPB	na	5.14	4.16
RABL6	na	29.75	24.08
TFIP11	na	17.16	13.89
HAUS3	na	37.89	30.67
ZFP943	na	12.03	9.74
CTLA4	na	3.94	3.19
CEBPZ	na	20.71	16.77
ZC3H12A	na	6.15	4.98
PODXL	na	4.68	3.79
FOXN3	na	14.83	12.01
IQCE	na	8.26	6.69
MTMR9	na	18.31	14.83
RPS5	na	1624.14	1315.5
PDXK	na	10.63	8.61
STT3A	na	51.74	41.93
MAFB	na	13.78	11.17
KCTD11	na	2.43	1.97
RBM15B	na	23.89	19.37
DNAJB12	na	23.64	19.17
MTFR1L	na	39.56	32.08
MRPS35	na	42.86	34.76
SNRNP40	na	51.53	41.8
ZFP146	na	37.83	30.69
MARK4	na	18.03	14.63
DHX32	na	13.26	10.76
HELB	na	13.24	10.75
ALG11	na	6.29	5.11
PTPN1	na	36.2	29.41
NUP107	na	27.57	22.4
CTSZ	na	112.43	91.35
MED4	na	40.7	33.07
ERI3	na	39.82	32.36
E130307A14RIK	na	12.71	10.33
LSS	na	3.64	2.96
HDGF	na	185.14	150.63
KDELR2	na	23.25	18.92
STK11	na	49.73	40.47
ZFP869	na	18.1	14.73
LARS2	na	7.09	5.77
EIF2AK1	na	39.97	32.53
PHC1	na	25.69	20.91
NSMCE4A	na	91.63	74.59
TUBGCP2	na	18.78	15.29
MDM4	na	34.27	27.91
RPL31	na	1149.15	936.19
ATRN	na	7.07	5.76
GPC2	na	2.38	1.94
YOD1	na	3.57	2.91
DEDD2	na	21.81	17.78
GPAM	na	11.8	9.62
TYROBP	na	118.13	96.31
CUL4A	na	19.4	15.82
ABCC1	na	3.85	3.14
ZBTB5	na	8.96	7.31
VASN	na	3.37	2.75
IBTK	na	11.8	9.63
MTIF2	na	15.83	12.92
IGF2BP2	na	2.45	2.0
DNASE2A	na	10.3	8.41
RPN1	na	42.46	34.67
SAP30BP	na	32.37	26.44
PTGS1	na	3.55	2.9
C330006A16RIK	na	30.97	25.3
TET3	na	12.84	10.49
ZBTB41	na	5.52	4.51
PSEN2	na	7.71	6.3
ORC2	na	17.99	14.7
ANKFY1	na	15.59	12.74
FOXO3	na	17.73	14.49
MRPL4	na	59.14	48.35
PSMA2	na	272.41	222.72
WDR37	na	14.75	12.06
CAMK4	na	45.35	37.08
TIMM50	na	37.09	30.33
CUL1	na	42.15	34.47
ATP8B2	na	14.38	11.76
RHNO1	na	48.74	39.86
COL20A1	na	2.58	2.11
POLR1A	na	6.04	4.94
ZFP212	na	15.76	12.89
TMEM39B	na	11.21	9.17
POP1	na	5.77	4.72
PFDN1	na	48.1	39.35
HES6	na	56.68	46.37
PAF1	na	41.51	33.96
BAZ2B	na	11.67	9.55
NHP2	na	77.62	63.52
AGGF1	na	20.67	16.92
